Estructura,Tècnica de construcció,Nomenclatura del castell,Nomenclatura alternativa del castell,Alteració,Índex Joc,Coord X,Coord Y,Índex Gran TpC,Coord X,Coord Y,Índex TpC,Coord,,Pisos d’alçada,Denominació del castell,Denominació alternativa del castell,Sobrenom del castel,Sobrenom alternatiu del castell,Puntuació Concurs / castell carregat,Puntuació Concurs / castell descarregat,Estat,Núm de castellers òptim,Alçada aproximada del castell (metres),Pes estimat del castell (kg),Pes estimat del tronc del castell sobre el peu (kg),Temps total d’execució de castell carregat*,Temps total d’execució de castell descarregat*,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,carregat,descarregat,carregat,descarregat,carregat,descarregat,carregat,descarregat,Enllaç Viquipèdia en català,descarregat,carregat,TOTAL Núm de colles que l’han dut a terme/intentat,Núm de castells descarregats,Núm de castells carregats,Núm d’intents,Núm d’intents desmuntats,Núm de castells assolits,Núm de castells no assolits,Núm de castells caiguts,TOTAL castells,número de baixos òptim,número d’agulles òptim,número de crosses òptim,número de contraforts òptim,número de daus/vents/mà i mà òptim,número de laterals/girats òptim,número de primeres mans òptim,número de taps òptim,Núm òptim  total castellers pinya,número de baixos òptim,número de segons òptim,número de terços òptim,número de quarts òptim,número de cinquens òptim,número de sisens òptim,número de setens òptim,número de vuitens òptim,número de novens òptim,número de desens òptim,número d’onzens òptim,número de dotzens òptim,Núm òptim  total castellers tronc,número de dosos òptim,número d’acotxadors òptim,número d’enxanetes òptim,Núm òptim  total castellers pom,,,Entrada de baixos,Entrada de segons,Entrada de terços,Entrada de quarts,Entrada de quints/cinquens,Entrada de sisens,Entrada de vuitens,Entrada de novens,Entrada de desens,Entrada d’onzens,Entrada de dotzens,Entrada de dosos,Entrada d’acotxador/aixecador/cassoleta,Entrada d’enxaneta,Entrada baix del pilar/agulla,Entrada segon del pilar/agulla,Entrada terç del pilar/agulla,Entrada quart del pilar/agulla,Entrada quint del pilar/agulla,Entrada sisè del pilar/agulla,Entrada setè del pilar/agulla,Entrada vuitè del pilar/agulla,Entrada novè del pilar/agulla,Entrada desè del pilar/agulla,Entrada onzè del pilar/agulla,Entrada dotzè del pilar/agulla,Entrada enxaneta del pilar/agulla,Primera aleta,Segona aleta,Tercera aleta,Quarta aleta,Temps total d’execució de castell carregat,Sortida d’enxaneta,Sortida d’acotxador/aixecador/cassoleta,Sortida de dosos,Sortida de dotzens,Sortida d’onzens,Sortida de desens,Sortida de novens,Sortida de vuitens,Sortida de setens,Sortida de sisens,Sortida de quints/cinquens,Sortida de quarts,Sortida de terços,Sortida de segons,Sortida de baixos,Sortida enxaneta del pilar/agulla,Sortida dotzè del pilar/agulla,Sortida onzè del pilar/agulla,Sortida desè del pilar/agulla,Sortida novè del pilar/agulla,Sortida vuitè del pilar/agulla,Sortida setè del pilar/agulla,Sortida sisè del pilar/agulla,Sortida quint del pilar/agulla,Sortida quart del pilar/agulla,Sortida terç del pilar/agulla,Sortida segon del pilar/agulla,Sortida baix del pilar/agulla,Temps total d’execució de castell descarregat
"el pilar
",bàsic,Pd9,Pd9sfmp,♯♯♯,31,,,,,,,,,9,pilar de nou,"pilar de nou sense folre, manilles ni puntals",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU32+AV32,=AW32+AX32,=AV32+AW32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10fmpals,,♭♭,32,,,,,,,,,10,"pilar de deu amb folre, manilles, puntals, ajuts, llargs i salts",,,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU33+AV33,=AW33+AX33,=AV33+AW33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10fmpal,,♭,33,,,,,,,,,10,"pilar de deu amb folre, manilles, puntals, ajuts i llargs",,,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU34+AV34,=AW34+AX34,=AV34+AW34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10fmpa,,,34,,,13,,,,,,10,"pilar de deu amb folre, manilles, puntals i ajuts",,,,sense puntuació,sense puntuació,només joc,,"12,65",,,,,,,,,,,,,,,,,,,,,,,inèdit,inèdit,inèdit,inèdit,=AU35+AV35,=AW35+AX35,=AV35+AW35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10fmp,Pd10fmpsa,♯,35,,,,,,,,,10,"pilar de deu amb folre, manilles i puntals","pilar de deu amb folre, manilles, puntals sense ajuts",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU36+AV36,=AW36+AX36,=AV36+AW36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10fm,Pd10fmspa,♯♯,36,,,,,,,,,10,pilar de deu amb folre i manilles,"pilar de deu amb folre, manilles sense puntals ni ajuts",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU37+AV37,=AW37+AX37,=AV37+AW37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd10f,Pd10fsmpa,♯♯♯,37,,,,,,,,,10,pilar de deu amb folre,"pilar de deu amb folre sense manilles, puntals ni ajuts",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU38+AV38,=AW38+AX38,=AV38+AW38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fmpalsb,,♭♭,38,,,,,,,,,11,"pilar d’onze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU39+AV39,=AW39+AX39,=AV39+AW39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fmpals,,♭,39,,,,,,,,,11,"pilar d’onze amb folre, manilles, puntals, ajuts, llargs i salts",,,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU40+AV40,=AW40+AX40,=AV40+AW40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fmpal,,,40,,,,,,,,,11,"pilar d’onze amb folre, manilles, puntals, ajuts i llargs",,,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU41+AV41,=AW41+AX41,=AV41+AW41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fmpa,,♯,41,,,,,,,,,11,"pilar d’onze amb folre, manilles, puntals i ajuts","pilar d’onze amb folre, manilles, puntals, ajuts sense llargs",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU42+AV42,=AW42+AX42,=AV42+AW42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fmp,,♯♯,42,,,,,,,,,11,"pilar d’onze amb folre, manilles i puntals","pilar d’onze amb folre, manilles, puntals sense ajuts ni llargs",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU43+AV43,=AW43+AX43,=AV43+AW43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd11fm,,♯♯♯,43,,,,,,,,,11,pilar d’onze amb folre i manilles,"pilar d’onze amb folre, manilles, sense puntals, ajuts ni llargs",,,sense puntuació,sense puntuació,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU44+AV44,=AW44+AX44,=AV44+AW44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmpalsbt,,♭♭,44,,,,,,,,,12,"pilar de dotze amb folre, manilles, puntals, ajuts, llargs, salts, bigues i terrats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU45+AV45,=AW45+AX45,=AV45+AW45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmpalsb,,♭,45,,,,,,,,,12,"pilar de dotze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU46+AV46,=AW46+AX46,=AV46+AW46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmpals,,,46,,,,,,,,,12,"pilar de dotze amb folre, manilles, puntals, ajuts, llargs i salts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU47+AV47,=AW47+AX47,=AV47+AW47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmpal,,♯,47,,,,,,,,,12,"pilar de dotze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU48+AV48,=AW48+AX48,=AV48+AW48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmpa,,♯♯,48,,,,,,,,,12,"pilar de dotze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU49+AV49,=AW49+AX49,=AV49+AW49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd12fmp,,♯♯♯,49,,,,,,,,,12,"pilar de dotze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU50+AV50,=AW50+AX50,=AV50+AW50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpalsbtt,,♭♭,50,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals, ajuts, llargs, salts, bigues, terrats i teules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU51+AV51,=AW51+AX51,=AV51+AW51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpalsbt,,♭,51,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals, ajuts, llargs, salts, bigues i terrats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU52+AV52,=AW52+AX52,=AV52+AW52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpalsb,,,52,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU53+AV53,=AW53+AX53,=AV53+AW53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpals,,♯,53,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals, ajuts, llargs i salts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU54+AV54,=AW54+AX54,=AV54+AW54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpal,,♯♯,54,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU55+AV55,=AW55+AX55,=AV55+AW55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",bàsic,Pd13fmpa,,♯♯♯,55,,,,,,,,,13,"pilar de tretze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU56+AV56,=AW56+AX56,=AV56+AW56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd2s,,,56,,,,,,,,,2,pilar de dos per sota,,,,,,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU57+AV57,=AW57+AX57,=AV57+AW57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd2sn,,♯,57,,,,,,,,,2,pilar de dos net per sota,,,,,,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU58+AV58,=AW58+AX58,=AV58+AW58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd3s,,,58,,,,,,,,,3,pilar de tres per sota,,,,,,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU59+AV59,=AW59+AX59,=AV59+AW59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd3sn,,♯,59,,,,,,,,,3,pilar de tres net per sota,,,,,,només joc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU60+AV60,=AW60+AX60,=AV60+AW60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd4s,,,60,,,14,,,7,C2F1,,4,pilar de quatre aixecat per sota,,,,sense puntuació,sense puntuació,assolit,45,"4,55",2925,195,"0m 26,084s ","0m 57,066s ",gamma de sis,gamma bàsica de sis,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_4#Aixecat_per_sota,,,,3892,24,23,14,=AU61+AV61,=AW61+AX61,=AV61+AW61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd4sn,,♯,61,,,0,,,,,,4,pilar de quatre per sota net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,1,0,=AU62+AV62,=AW62+AX62,=AV62+AW62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd5s,,,62,,,15,,,8,C2F2,,5,pilar de cinc aixecat per sota,,,,sense puntuació,sense puntuació,assolit,55,"5,9",3575,260,"0m 47,034s ","1m 24,011s ",gamma de set,gamma bàsica de set,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_5_aixecat_per_sota,,,,740,59,46,5,=AU63+AV63,=AW63+AX63,=AV63+AW63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd5sn,,♯,63,,,,,,,,,5,pilar de cinc net per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU64+AV64,=AW64+AX64,=AV64+AW64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd6s,,,64,,,16,,,9,C2F3,,6,pilar de sis aixecat per sota,,,,sense puntuació,sense puntuació,assolit,62,"7,25",4030,325,"0m 58,031s ","1m 36,027s ",gamma de vuit,gamma alta de vuit,,,,,1982,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_6_aixecat_per_sota,,,,0,5,8,0,=AU65+AV65,=AW65+AX65,=AV65+AW65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd6sn,,♯,65,,,,,,,,,6,pilar de sis net per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU66+AV66,=AW66+AX66,=AV66+AW66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd7s,,,66,,,,,,,,,7,pilar de set per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU67+AV67,=AW67+AX67,=AV67+AW67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd7sn,,♯,67,,,,,,,,,7,pilar de set net per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU68+AV68,=AW68+AX68,=AV68+AW68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd8s,,,68,,,,,,,,,8,pilar de vuit per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU69+AV69,=AW69+AX69,=AV69+AW69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd8sn,,♯,69,,,,,,,,,8,pilar de vuit net per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU70+AV70,=AW70+AX70,=AV70+AW70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",aixecat per sota,Pd9s,,,70,,,,,,,,,9,pilar de nou per sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU71+AV71,=AW71+AX71,=AV71+AW71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd2c,,,71,,,,,,,,,2,pilar de dos caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU72+AV72,=AW72+AX72,=AV72+AW72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd3c,,,72,,,,,,,,,3,pilar de tres caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU73+AV73,=AW73+AX73,=AV73+AW73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd3nc,,♯,73,,,,,,,,,3,pilar de tres net caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU74+AV74,=AW74+AX74,=AV74+AW74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd4c,,,74,,,17,,,,,,4,pilar de quatre caminant,,,,sense puntuació,sense puntuació,,,"4,55",,,,,,,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_4#Caminant,,,,5920,152,11,2,=AU75+AV75,=AW75+AX75,=AV75+AW75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd4nc,,♯,75,,,,,,,,,4,pilar de quatre net caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU76+AV76,=AW76+AX76,=AV76+AW76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd5c,,,76,,,18,,,,,,5,pilar de cinc caminant,,,,sense puntuació,sense puntuació,,,"5,9",,,,,,,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_5#Caminant,,,,56,26,1,0,=AU77+AV77,=AW77+AX77,=AV77+AW77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd5nc,,♯,77,,,,,,,,,5,pilar de cinc net caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU78+AV78,=AW78+AX78,=AV78+AW78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd6c,,,78,,,19,,,,,,6,pilar de sis caminant,,,,sense puntuació,sense puntuació,,,"7,25",,,,,,,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/Pilar_de_6#Caminat,,,,sense dades,sense dades,sense dades,sense dades,=AU79+AV79,=AW79+AX79,=AV79+AW79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd6nc,,♯,79,,,,,,,,,6,pilar de sis net caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU80+AV80,=AW80+AX80,=AV80+AW80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd7fc,,,80,,,,,,,,,7,pilar de set amb folre caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU81+AV81,=AW81+AX81,=AV81+AW81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd7c,Pd7sfc,♯,81,,,,,,,,,7,pilar de se caminant,pilar de set sense folre caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU82+AV82,=AW82+AX82,=AV82+AW82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd8fmc,,,82,,,,,,,,,8,pilar de vuit amb folre caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU83+AV83,=AW83+AX83,=AV83+AW83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd8fc,,♯,83,,,,,,,,,8,pilar de vuit amb folre caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU84+AV84,=AW84+AX84,=AV84+AW84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",caminant,Pd9fmc,,♯,84,,,,,,,,,9,pilar de nou amb folre i manilles caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU85+AV85,=AW85+AX85,=AV85+AW85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"el pilar
",per sota i caminant,Pd2sc,,,85,,,,,,,,,2,pilar de dos per sota i caminant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU86+AV86,=AW86+AX86,=AV86+AW86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
